36,28/04/2012,Stoke,Arsenal,1,1,D,36.135,29.335,34.53
36,28/04/2012,Sunderland,Bolton,2,2,D,39.932,32.28,27.788
36,28/04/2012,Swansea,Wolves,4,4,D,72.216,19.145,8.639
36,28/04/2012,West Brom,Aston Villa,0,0,D,54.309,26.786,18.905
36,28/04/2012,Wigan,Newcastle,4,0,H,29.393,26.837,43.77
36,29/04/2012,Chelsea,QPR,6,1,H,73.133,19.384,7.483
36,29/04/2012,Tottenham,Blackburn,2,0,H,57.192,25.357,17.451
36,30/04/2012,Man City,Man United,1,0,H,55.724,24.783,19.493
36,01/05/2012,Liverpool,Fulham,0,1,A,40.174,30.907,28.919
36,01/05/2012,Stoke,Everton,1,1,D,34.921,29.061,36.018
36,02/05/2012,Bolton,Tottenham,1,4,A,33.937,29.105,36.958
36,02/05/2012,Chelsea,Newcastle,0,2,A,67.054,22.264,10.682
37,05/05/2012,Arsenal,Norwich,3,3,D,76.23,17.593,6.177
37,06/05/2012,Aston Villa,Tottenham,1,1,D,19.731,23.675,56.594
37,06/05/2012,Bolton,West Brom,2,2,D,32.627,29.694,37.679
37,06/05/2012,Fulham,Sunderland,2,1,H,64.584,22.441,12.975
37,06/05/2012,Man United,Swansea,2,0,H,81.376,16.187,2.437
37,06/05/2012,Newcastle,Man City,0,2,A,22.753,24.68,52.567
37,06/05/2012,QPR,Stoke,1,0,H,62.403,23.396,14.201
37,06/05/2012,Wolves,Everton,0,0,D,15.067,20.696,64.237
37,07/05/2012,Blackburn,Wigan,0,1,A,28.849,29.195,41.956
37,08/05/2012,Liverpool,Chelsea,4,1,H,27.71,28.418,43.872
38,13/05/2012,Chelsea,Blackburn,2,1,H,57.677,28.333,13.991
38,13/05/2012,Everton,Newcastle,3,1,H,31.137,32.495,36.368
38,13/05/2012,Man City,QPR,3,2,H,80.446,16.707,2.847
